IATA_CODE,AIRPORT,CITY,STATE_CODE_AIRPORT,COUNTRY_AIRPORT,LATITUDE_AIRPORT,LONGITUDE_AIRPORT,STATION,STATION_DISTANCE,TMAX,TMIN,PRCP,SNOW,TOTAL,LATITUDE_STATION,LONGITUDE_STATION,STATE_CODE,NAME_STATION,COUNTRY_STATION,AIRPORT_STATION_DUMMY
ABE,Lehigh Valley International Airport,Allentown,PA,USA,40.65236,-75.4404,USW00014737,0.763,0,0,0,0,0,40.6508,-75.4492,PA,ALLENTOWN INTL AP,United States,TRUE
ABI,Abilene Regional Airport,Abilene,TX,USA,32.41132,-99.6819,USW00013962,0.085,0,0,0,0,0,32.4106,-99.6822,TX,ABILENE RGNL AP,United States,TRUE
ABQ,Albuquerque International Sunport,Albuquerque,NM,USA,35.04022,-106.60919,USW00023050,0.613,0,0,0,0,0,35.0419,-106.6156,NM,ALBUQUERQUE INTL AP,United States,TRUE
ABR,Aberdeen Regional Airport,Aberdeen,SD,USA,45.44906,-98.42183,USC00390022,0.915,2,3,0,0,5,45.4553,-98.4142,SD,ABERDEEN 3 E,United States,FALSE
ABY,Southwest Georgia Regional Airport,Albany,GA,USA,31.53552,-84.19447,USW00013869,0.011,0,0,0,7,7,31.5356,-84.1944,GA,ALBANY SW GA RGNL AP,United States,TRUE
ACK,Nantucket Memorial Airport,Nantucket,MA,USA,41.25305,-70.06018,USW00014756,0.052,5,5,4,356,370,41.2531,-70.0608,MA,NANTUCKET MEM AP,United States,TRUE
ACT,Waco Regional Airport,Waco,TX,USA,31.61129,-97.23052,USW00013959,0.873,0,0,0,0,0,31.6189,-97.2283,TX,WACO RGNL AP,United States,TRUE
ACV,Arcata Airport,Arcata/Eureka,CA,USA,40.97812,-124.10862,USW00024283,0.003,0,0,0,68,68,40.9781,-124.1086,CA,ARCATA EUREKA AP,United States,TRUE
ACY,Atlantic City International Airport,Atlantic City,NJ,USA,39.45758,-74.57717,USW00093730,1.25,0,0,0,0,0,39.4494,-74.5672,NJ,ATLANTIC CITY INTL AP,United States,TRUE
ADK,Adak Airport,Adak,AK,USA,51.87796,-176.64603,USW00025628,698.233,8,8,0,363,379,56.6,-169.565,AK,ST GEORGE ISLAND AP,United States,TRUE
ADQ,Kodiak Airport,Kodiak,AK,USA,57.74997,-152.49386,USW00025501,0.507,0,0,0,0,0,57.7511,-152.4856,AK,KODIAK AP,United States,TRUE
AEX,Alexandria International Airport,Alexandria,LA,USA,31.32737,-92.54856,USW00093915,1.256,1,1,2,35,39,31.3347,-92.5586,LA,ALEXANDRIA INTL AP,United States,TRUE
AGS,Augusta Regional Airport-á(Bush Field),Augusta,GA,USA,33.36996,-81.9645,USW00003820,0.629,0,0,0,0,0,33.3644,-81.9633,GA,AUGUSTA BUSH FLD AP,United States,TRUE
AKN,King Salmon Airport,King Salmon,AK,USA,58.6768,-156.64922,USW00025503,1.183,0,0,0,0,0,58.6794,-156.6294,AK,KING SALMON,United States,FALSE
ALB,Albany International Airport,Albany,NY,USA,42.74812,-73.80298,USW00014735,0.756,0,0,0,0,0,42.7431,-73.8092,NY,ALBANY AP,United States,TRUE
ALO,Waterloo Regional Airport,Waterloo,IA,USA,42.55708,-92.40034,USW00094910,0.305,0,0,0,0,0,42.5544,-92.4011,IA,WATERLOO MUNI AP,United States,TRUE
AMA,Rick Husband Amarillo International Airport,Amarillo,TX,USA,35.21937,-101.70593,USW00023047,1.574,0,0,0,0,0,35.2333,-101.7089,TX,AMARILLO,United States,FALSE
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.17432,-149.99619,USW00026491,1.653,0,0,0,365,365,61.1781,-149.9664,AK,ANCHORAGE LAKE HOOD AP,United States,TRUE
APN,Alpena County Regional Airport,Alpena,MI,USA,45.07807,-83.56029,USW00094849,0.779,0,0,0,0,0,45.0717,-83.5644,MI,ALPENA CO RGNL AP,United States,TRUE
ASE,Aspen-Pitkin County Airport,Aspen,CO,USA,39.22316,-106.86885,USW00093073,0.048,0,0,0,365,365,39.2231,-106.8683,CO,ASPEN PITKIN CO AP,United States,TRUE
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.64044,-84.42694,USW00013874,1.795,0,0,0,0,0,33.63,-84.4417,GA,ATLANTA HARTSFIELD INTL AP,United States,TRUE
ATW,Appleton International Airport,Appleton,WI,USA,44.25741,-88.51948,USC00470265,6.863,0,0,0,0,0,44.2769,-88.4378,WI,APPLETON,United States,FALSE
AUS,Austin-Bergstrom International Airport,Austin,TX,USA,30.19453,-97.66987,USW00013904,1.603,0,0,0,0,0,30.1831,-97.68,TX,AUSTIN BERGSTROM AP,United States,TRUE
AVL,Asheville Regional Airport,Asheville,NC,USA,35.43619,-82.54181,USW00003812,0.617,0,0,0,0,0,35.4319,-82.5375,NC,ASHEVILLE RGNL AP,United States,TRUE
AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,PA,USA,41.33815,-75.72427,USW00014777,0.552,0,0,2,0,2,41.3336,-75.7269,PA,WILKES-BARRE INTL AP,United States,TRUE
AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,MI,USA,42.23488,-85.55206,USW00094815,0.024,6,7,3,365,381,42.2347,-85.5519,MI,KALAMAZOO BATTLE CK INTL AP,United States,TRUE
BDL,Bradley International Airport,Windsor Locks,CT,USA,41.93887,-72.68323,USW00014740,0.105,0,0,0,0,0,41.9381,-72.6825,CT,HARTFORD BRADLEY INTL AP,United States,TRUE
BET,Bethel Airport,Bethel,AK,USA,60.77978,-161.838,USW00026615,0.753,0,0,0,0,0,60.785,-161.8292,AK,BETHEL AP,United States,TRUE
BFL,Meadows Field,Bakersfield,CA,USA,35.4336,-119.05677,USW00023155,0.25,0,0,0,0,0,35.4344,-119.0542,CA,BAKERSFIELD AP,United States,TRUE
BGM,Greater Binghamton Airport,Binghamton,NY,USA,42.20848,-75.97961,USC00300684,0.624,365,365,365,0,1095,42.2117,-75.9858,NY,BINGHAMTON WFO,United States,FALSE
BGR,Bangor International Airport,Bangor,ME,USA,44.80744,-68.82814,USW00014606,1.311,0,0,0,0,0,44.7978,-68.8186,ME,BANGOR INTL AP,United States,TRUE
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,AL,USA,33.56294,-86.75355,USW00013876,0.847,0,0,0,0,0,33.5656,-86.745,AL,BIRMINGHAM AP,United States,TRUE
BIL,Billings Logan International Airport,Billings,MT,USA,45.80766,-108.54286,USW00024033,0.099,0,0,0,0,0,45.8069,-108.5422,MT,BILLINGS LOGAN INTL AP,United States,TRUE
BIS,Bismarck Municipal Airport,Bismarck,ND,USA,46.77411,-100.74672,USC00320818,0.989,2,2,0,8,12,46.7717,-100.7592,ND,BISMARCK WFO,United States,FALSE
BJI,Bemidji Regional Airport,Bemidji,MN,USA,47.50942,-94.93372,USR0000MBEM,0.802,0,0,365,365,730,47.5033,-94.9281,MN,BEMIDJI MINNESOTA,United States,FALSE
BLI,Bellingham International Airport,Bellingham,WA,USA,48.79275,-122.53753,USW00024217,0.13,0,0,0,1,1,48.7939,-122.5372,WA,BELLINGHAM INTL AP,United States,TRUE
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,IL,USA,40.47799,-88.91595,US1ILMCL037,1.83,123,123,0,68,314,40.4684,-88.9335,IL,BLOOMINGTON 2.2 ESE,United States,FALSE
BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818,USW00013897,1.17,0,0,0,0,0,36.1189,-86.6892,TN,NASHVILLE INTL AP,United States,TRUE
BOI,Boise Airport-á(Boise Air Terminal),Boise,ID,USA,43.56444,-116.22278,USW00024131,1.459,0,0,0,0,0,43.5667,-116.2406,ID,BOISE AIR TERMINAL,United States,FALSE
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518,USW00014739,0.611,0,0,0,0,0,42.3606,-71.0106,MA,BOSTON LOGAN INTL AP,United States,TRUE
BPT,Jack Brooks Regional Airport-á(Southeast Texas Regional),Beaumont/Port Arthur,TX,USA,29.95083,-94.02069,USW00012917,0.027,0,0,0,365,365,29.9506,-94.0206,TX,PORT ARTHUR SE TX AP,United States,TRUE
BQK,Brunswick Golden Isles Airport,Brunswick,GA,USA,31.25903,-81.46631,US1GAGN0008,10.601,124,124,0,67,315,31.1672,-81.4958,GA,BRUNSWICK 2.2 NW,United States,FALSE
BQN,Rafael Hern+índez Airport,Aguadilla,PR,USA,18.49486,-67.12944,RQ1PRAL0003,2.34,350,350,0,159,859,18.5083,-67.1124,PR,AGUADILLA 5.5 NNE,Puerto Rico [United States],FALSE
BRD,Brainerd Lakes Regional Airport,Brainerd,MN,USA,46.39786,-94.13723,USR0000MBRN,0.828,0,0,365,365,730,46.4006,-94.1272,MN,BRAINERD MINNESOTA,United States,FALSE
BRO,Brownsville/South Padre Island International Airport,Brownsville,TX,USA,25.90683,-97.42586,USW00012919,1.217,0,0,0,365,365,25.9156,-97.4186,TX,BROWNSVILLE,United States,FALSE
BRW,Wiley Post-Will Rogers Memorial Airport,Barrow,AK,USA,71.28545,-156.766,USW00027502,0.6,0,0,0,0,0,71.2833,-156.7814,AK,BARROW POST ROGERS AP,United States,TRUE
BTM,Bert Mooney Airport,Butte,MT,USA,45.9548,-112.49746,USW00024135,1.129,0,0,0,365,365,45.9647,-112.5006,MT,BUTTE BERT MOONEY AP,United States,TRUE
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,LA,USA,30.53316,-91.14963,USW00013970,0.52,0,0,0,365,365,30.5372,-91.1469,LA,BATON ROUGE RYAN AP,United States,TRUE
BTV,Burlington International Airport,Burlington,VT,USA,44.473,-73.15031,USW00014742,0.524,0,0,0,0,0,44.4683,-73.15,VT,BURLINGTON INTL AP,United States,TRUE
BUF,Buffalo Niagara International Airport,Buffalo,NY,USA,42.94052,-78.73217,USW00014733,0.979,0,0,0,0,0,42.9486,-78.7369,NY,BUFFALO,United States,FALSE
BUR,Bob Hope Airport-á(Hollywood Burbank Airport),Burbank,CA,USA,34.20062,-118.3585,USW00023152,0.092,0,0,0,17,17,34.2006,-118.3575,CA,BURBANK GLENDALE PASADENA A,United States,FALSE
BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682,USC00180467,1.514,26,26,0,2,54,39.1836,-76.6542,MD,BALTIMORE WASHINGTON INTL C,United States,FALSE
BZN,Bozeman Yellowstone International Airport-á(Gallatin Field Airport),Bozeman,MT,USA,45.7769,-111.15301,USW00024132,1.386,0,0,0,365,365,45.7881,-111.1608,MT,BOZEMAN GALLATIN FLD,United States,FALSE
CAE,Columbia Metropolitan Airport,Columbia,SC,USA,33.93884,-81.11954,USW00013883,1.09,0,0,0,0,0,33.9486,-81.1186,SC,COLUMBIA,United States,FALSE
CAK,Akron-Canton Regional Airport,Akron,OH,USA,40.91631,-81.44247,USW00014895,0.773,0,0,0,0,0,40.9167,-81.4333,OH,AKRON CANTON RGNL AP,United States,TRUE
CDC,Cedar City Regional Airport,Cedar City,UT,USA,37.70097,-113.09858,USW00093129,0.926,0,0,0,365,365,37.7086,-113.0944,UT,CEDAR CITY MUNI AP,United States,TRUE
CDV,Merle K. (Mudhole) Smith Airport,Cordova,AK,USA,60.49183,-145.47765,USW00026410,1.492,0,0,0,365,365,60.4889,-145.4511,AK,CORDOVA M K SMITH AP,United States,TRUE
CEC,Del Norte County Airport-á(Jack McNamara Field),Crescent City,CA,USA,41.78016,-124.23653,USW00024286,0.021,0,0,0,60,60,41.7803,-124.2367,CA,CRESCENT CITY MCNAMARA AP,United States,TRUE
CHA,Chattanooga Metropolitan Airport-á(Lovell Field),Chattanooga,TN,USA,35.03527,-85.20379,USW00013882,0.513,0,0,0,0,0,35.0311,-85.2014,TN,CHATTANOOGA LOVELL AP,United States,TRUE
CHO,Charlottesville-Albemarle Airport,Charlottesville,VA,USA,38.13864,-78.45286,USW00093736,0.013,0,0,0,365,365,38.1386,-78.453,VA,CHARLOTTESVILLE AP,United States,TRUE
CHS,Charleston International Airport/Charleston AFB,Charleston,SC,USA,32.89865,-80.04051,USW00013880,0.02,0,0,0,0,0,32.8986,-80.0403,SC,CHARLESTON INTL AP,United States,TRUE
CID,The Eastern Iowa Airport,Cedar Rapids,IA,USA,41.88459,-91.71087,USW00014990,0.504,1,8,0,365,374,41.8833,-91.7167,IA,CEDAR RAPIDS MUNI AP,United States,TRUE
CIU,Chippewa County International Airport,Sault Ste. Marie,MI,USA,46.25075,-84.47239,USC00207188,7.233,12,12,0,0,24,46.1908,-84.5086,MI,RUDYARD 5SE,United States,FALSE
CLD,McClellan-Palomar Airport,San Diego,CA,USA,33.12723,-117.27873,USW00003177,0.115,0,0,0,8,8,33.1281,-117.2794,CA,CARLSBAD PALOMAR AP,United States,TRUE
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,USW00014820,0.919,0,0,0,0,0,41.4131,-81.86,OH,CLEVELAND,United States,FALSE
CLL,Easterwood Airport,College Station,TX,USA,30.58859,-96.36382,USW00003904,0.108,0,0,0,334,334,30.5892,-96.3647,TX,COLLEGE STN,United States,FALSE
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,USW00013881,1.538,0,0,0,0,0,35.2236,-80.9553,NC,CHARLOTTE DOUGLAS AP,United States,TRUE
CMH,Port Columbus International Airport,Columbus,OH,USA,39.99799,-82.89188,USW00014821,1.196,0,0,0,0,0,39.9914,-82.8808,OH,COLUMBUS PORT COLUMBUS INTL,United States,FALSE
CMI,University of Illinois - Willard Airport,Champaign/Urbana,IL,USA,40.03925,-88.27806,USW00094870,0.055,0,0,0,350,350,40.0397,-88.2778,IL,CHAMPAIGN WILLARD AP,United States,TRUE
CMX,Houghton County Memorial Airport,Hancock,MI,USA,47.16842,-88.48906,USW00014858,0.023,0,0,0,365,365,47.1686,-88.4889,MI,HANCOCK HOUGHTON CO AP,United States,TRUE
CNY,Canyonlands Field,Moab,UT,USA,38.75496,-109.75484,USW00093075,0.056,0,0,0,365,365,38.755,-109.7542,UT,MOAB CANYONLAND AP,United States,TRUE
COD,Yellowstone Regional Airport,Cody,WY,USA,44.52019,-109.0238,US1WYPK0028,1.163,71,71,0,64,206,44.5193,-109.0384,WY,CODY 0.8 E,United States,FALSE
COS,City of Colorado Springs Municipal Airport,Colorado Springs,CO,USA,38.80581,-104.70025,USW00093037,1.137,0,0,0,0,0,38.81,-104.6883,CO,COLORADO SPRINGS MUNI AP,United States,TRUE
COU,Columbia Regional Airport,Columbia,MO,USA,38.81809,-92.21963,USW00003945,0.176,1,2,0,0,3,38.8169,-92.2183,MO,COLUMBIA RGNL AP,United States,TRUE
CPR,Natrona County International Airport,Casper,WY,USA,42.90836,-106.46447,USW00024089,1.211,0,0,0,0,0,42.8975,-106.4636,WY,CASPER NATRONA CO AP,United States,TRUE
CRP,Corpus Christi International Airport,Corpus Christi,TX,USA,27.77036,-97.50122,USC00412011,1.074,0,1,0,2,3,27.7792,-97.5056,TX,CORPUS CHRISTI NWS,United States,FALSE
CRW,Yeager Airport,Charleston,WV,USA,38.37315,-81.59319,USW00013866,0.749,0,0,0,0,0,38.3794,-81.59,WV,CHARLESTON YEAGER AP,United States,TRUE
CSG,Columbus Metropolitan Airport,Columbus,GA,USA,32.51633,-84.93886,USC00092159,0.221,8,8,8,96,120,32.5181,-84.9378,GA,COLUMBUS #2,United States,FALSE
CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,USA,39.04614,-84.66217,USW00093814,0.891,0,0,0,0,0,39.0431,-84.6717,KY,CINCINNATI NORTHERN KY AP,United States,TRUE
CWA,Central Wisconsin Airport,Mosinee,WI,USA,44.77762,-89.66678,USC00472447,7.982,336,336,0,2,674,44.7722,-89.7675,WI,EAU PLEINE RSVR,United States,FALSE
DAB,Daytona Beach International Airport,Daytona Beach,FL,USA,29.17992,-81.05806,USW00012834,1.001,0,0,0,365,365,29.1828,-81.0483,FL,DAYTONA BEACH INTL AP,United States,TRUE
DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177,USW00013960,0.642,0,0,0,0,0,32.8519,-96.8556,TX,DALLAS LOVE FLD,United States,FALSE
DAY,James M. Cox Dayton International Airport,Dayton,OH,USA,39.90238,-84.21938,USW00093815,0.419,0,0,0,0,0,39.9061,-84.2186,OH,DAYTON INTL AP,United States,TRUE
DBQ,Dubuque Regional Airport,Dubuque,IA,USA,42.40296,-90.70917,USW00094908,0.735,0,1,0,0,1,42.3978,-90.7036,IA,DUBUQUE RGNL AP,United States,TRUE
DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772,USW00013743,0.52,0,0,0,0,0,38.8483,-77.0342,VA,WASHINGTON REAGAN AP,United States,TRUE
DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667,USW00003017,2.964,0,0,0,0,0,39.8328,-104.6575,CO,DENVER INTL AP,United States,TRUE
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,USW00003927,1.723,0,0,0,0,0,32.8978,-97.0189,TX,DALLAS FT WORTH AP,United States,TRUE
DHN,Dothan Regional Airport,Dothan,AL,USA,31.32134,-85.44963,USW00013839,0.009,1,1,0,365,367,31.3214,-85.4497,AL,DOTHAN RGNL AP,United States,TRUE
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,ND,USA,46.79739,-102.80195,USW00024012,0.426,0,0,0,365,365,46.7994,-102.7972,ND,THEODORE ROOSEVELT AP,United States,TRUE
DLG,Dillingham Airport,Dillingham,AK,USA,59.04541,-158.50334,USW00025503,115.303,0,0,0,0,0,58.6794,-156.6294,AK,KING SALMON,United States,FALSE
DLH,Duluth International Airport,Duluth,MN,USA,46.84209,-92.19365,USW00014913,1.352,0,0,0,0,0,46.8369,-92.2097,MN,DULUTH,United States,FALSE
DRO,Durango-La Plata County Airport,Durango,CO,USA,37.15152,-107.75377,USW00093005,1.075,0,0,0,365,365,37.1431,-107.7597,CO,DURANGO LA PLATA CO AP,United States,TRUE
DSM,Des Moines International Airport,Des Moines,IA,USA,41.53493,-93.66068,USC00132201,0.564,203,203,52,0,458,41.5394,-93.6575,IA,DES MOINES SNOW,United States,FALSE
DTW,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884,USW00094847,2.617,0,0,0,0,0,42.2314,-83.3308,MI,DETROIT METRO AP,United States,TRUE
DVL,Devils Lake Regional Airport,Devils Lake,ND,USA,48.11425,-98.90878,USR0000NDEV,14.355,0,0,365,365,730,47.9853,-98.9075,ND,DEVILS LAKE NORTH DAKOTA,United States,FALSE
EAU,Chippewa Valley Regional Airport,Eau Claire,WI,USA,44.86526,-91.48507,USW00014991,0.25,0,0,0,0,0,44.8664,-91.4878,WI,EAU CLAIRE RGNL AP,United States,TRUE
EGE,Eagle County Regional Airport,Eagle,CO,USA,39.64257,-106.9177,US1COEG0001,3.649,20,20,0,12,52,39.6102,-106.911,CO,GYPSUM 3.0 SE,United States,FALSE
EKO,Elko Regional Airport,Elko,NV,USA,40.82493,-115.7917,USW00024121,0.513,0,0,0,0,0,40.8289,-115.7886,NV,ELKO RGNL AP,United States,TRUE
ELM,Elmira/Corning Regional Airport,Elmira,NY,USA,42.15991,-76.89144,USW00014748,0.068,0,0,2,365,367,42.1594,-76.8919,NY,ELMIRA CORNING RGNL AP,United States,TRUE
ELP,El Paso International Airport,El Paso,TX,USA,31.80667,-106.37781,USW00023044,0.529,0,0,0,0,0,31.8111,-106.3758,TX,EL PASO INTL AP,United States,TRUE
ERI,Erie International Airport,Erie,PA,USA,42.08202,-80.17622,USW00014860,0.565,0,0,0,0,0,42.08,-80.1825,PA,ERIE INTL AP,United States,TRUE
ESC,Delta County Airport,Escanaba,MI,USA,45.72267,-87.09373,USW00014824,0.509,306,306,0,0,612,45.7181,-87.0939,MI,ESCANABA,United States,FALSE
EUG,Eugene Airport-á(Mahlon Sweet Field),Eugene,OR,USA,44.12326,-123.21869,USW00024221,0.528,0,0,0,365,365,44.1278,-123.2206,OR,EUGENE MAHLON SWEET AP,United States,TRUE
EVV,Evansville Regional Airport,Evansville,IN,USA,38.03799,-87.53063,USW00093817,1.119,0,0,1,0,1,38.0442,-87.5206,IN,EVANSVILLE REGIONAL AP,United States,TRUE
EWN,Coastal Carolina Regional Airport-á(Craven County Regional),New Bern,NC,USA,35.07297,-77.04294,USW00093719,0.743,1,0,4,365,370,35.0678,-77.0481,NC,NEW BERN CRAVEN CO AP,United States,TRUE
EWR,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866,USW00014734,1.115,0,0,0,0,0,40.6825,-74.1694,NJ,NEWARK INTL AP,United States,TRUE
EYW,Key West International Airport,Key West,FL,USA,24.55611,-81.75956,USW00012836,0.755,0,0,0,365,365,24.555,-81.7522,FL,KEY WEST INTL AP,United States,TRUE
FAI,Fairbanks International Airport,Fairbanks,AK,USA,64.81368,-147.85967,USC00502965,0.78,0,0,0,0,0,64.8172,-147.8739,AK,FAIRBANKS AP #2,United States,FALSE
FAR,Hector International Airport,Fargo,ND,USA,46.91935,-96.81499,USW00014914,0.725,0,0,0,0,0,46.9253,-96.8111,ND,FARGO HECTOR INTL AP,United States,TRUE
FAT,Fresno Yosemite International Airport,Fresno,CA,USA,36.77619,-119.71814,USW00093193,0.439,0,0,0,0,0,36.78,-119.7194,CA,FRESNO YOSEMITE INTL AP,United States,TRUE
FAY,Fayetteville Regional Airport,Fayetteville,NC,USA,34.99147,-78.88,USW00093740,0.028,0,0,0,365,365,34.9914,-78.8803,NC,FAYETTEVILLE RGNL AP,United States,TRUE
FCA,Glacier Park International Airport,Kalispell,MT,USA,48.3114,-114.25507,USC00244558,1.02,0,0,0,0,0,48.3042,-114.2636,MT,KALISPELL GLACIER AP,United States,TRUE
FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,USA,35.13845,-111.67122,USW00003103,0.776,0,0,0,0,0,35.1442,-111.6664,AZ,FLAGSTAFF PULLIAM AP,United States,TRUE
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275,USW00012849,0.114,0,0,0,365,365,26.0719,-80.1536,FL,FT LAUDERDALE HOLLYWOOD AP,United States,TRUE
FNT,Bishop International Airport,Flint,MI,USA,42.9655,-83.74346,USW00014826,0.502,0,0,0,0,0,42.9667,-83.7494,MI,FLINT BISHOP INTL AP,United States,TRUE
FSD,Sioux Falls Regional Airport,Sioux Falls,SD,USA,43.58135,-96.7417,USC00397666,1.186,0,0,0,0,0,43.5878,-96.73,SD,SIOUX FALLS WFO AP,United States,TRUE
FSM,Fort Smith Regional Airport,Fort Smith,AR,USA,35.33659,-94.36744,USW00013964,0.593,0,0,0,0,0,35.3331,-94.3625,AR,FT SMITH RGNL AP,United States,TRUE
FWA,Fort Wayne International Airport,Fort Wayne,IN,USA,40.97847,-85.19515,USW00014827,1.289,0,0,0,0,0,40.9706,-85.2064,IN,FT WAYNE INTL AP,United States,TRUE
GCC,Gillette-Campbell County Airport,Gillette,WY,USA,44.3489,-105.53936,USW00094023,1.077,0,0,0,365,365,44.3394,-105.5419,WY,GILLETTE CAMPBELL AP,United States,TRUE
GCK,Garden City Regional Airport,Garden City,KS,USA,37.92752,-100.72441,USW00023064,0.044,0,0,0,365,365,37.9272,-100.7247,KS,GARDEN CITY RGNL AP,United States,TRUE
GEG,Spokane International Airport,Spokane,WA,USA,47.61986,-117.53384,USW00024157,0.477,0,0,0,0,0,47.6217,-117.5281,WA,SPOKANE INTL AP,United States,TRUE
GFK,Grand Forks International Airport,Grand Forks,ND,USA,47.94926,-97.17611,USW00014916,0.924,0,0,0,0,0,47.9428,-97.1839,ND,GRAND FORKS INTL AP,United States,TRUE
GGG,East Texas Regional Airport,Longview,TX,USA,32.38486,-94.71171,USW00003901,0.018,1,2,0,365,368,32.3847,-94.7117,TX,LONGVIEW E TX RGNL AP,United States,TRUE
GJT,Grand Junction Regional Airport-á(Walker Field),Grand Junction,CO,USA,39.12241,-108.52673,USC00053486,0.349,0,0,0,0,0,39.1197,-108.5247,CO,GRAND JUNCTION WFO,United States,FALSE
GNV,Gainesville Regional Airport,Gainesville,FL,USA,29.69006,-82.27178,USW00012816,0.422,0,0,0,363,363,29.6919,-82.2756,FL,GAINESVILLE RGNL AP,United States,TRUE
GPT,Gulfport-Biloxi International Airport,Gulfport-Biloxi,MS,USA,30.40728,-89.07009,USW00093874,1.15,0,0,0,365,365,30.4119,-89.0808,MS,GULFPORT - BILOXI AP,United States,TRUE
GRB,Green Bay-Austin Straubel International Airport,Green Bay,WI,USA,44.48507,-88.12959,USC00473268,2.035,92,92,0,10,194,44.4983,-88.1119,WI,GREEN BAY WFO,United States,FALSE
GRI,Central Nebraska Regional Airport,Grand Island,NE,USA,40.96747,-98.30861,USW00014935,0.824,0,0,0,0,0,40.9611,-98.3136,NE,GRAND ISLAND AP,United States,TRUE
GRK,Killeen-Fort Hood Regional Airport,Killeen,TX,USA,31.0649,-97.8278,US1TXCRL003,6.633,365,365,0,102,832,31.0916,-97.89,TX,KEMPNER 6.7 ENE,United States,FALSE
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,USA,42.88082,-85.52277,USC00206013,2.265,365,365,0,0,730,42.8933,-85.5447,MI,NWSFO GRAND RAPIDS,United States,FALSE
GSO,Piedmont Triad International Airport,Greensboro,NC,USA,36.09775,-79.9373,USW00013723,0.548,0,0,0,0,0,36.0969,-79.9433,NC,PIEDMONT TRIAD INTL AP,United States,TRUE
GSP,Greenville-Spartanburg International Airport,Greer,SC,USA,34.89567,-82.21886,USW00003870,1.405,0,0,0,0,0,34.8831,-82.2203,SC,GREER,United States,FALSE
GST,Gustavus Airport,Gustavus,AK,USA,58.42438,-135.70738,USW00025380,1.146,1,1,0,365,367,58.4292,-135.69,AK,GUSTAVUS 2 NE,United States,FALSE
GTF,Great Falls International Airport,Great Falls,MT,USA,47.482,-111.37069,USW00024143,1.299,0,0,0,0,0,47.4733,-111.3822,MT,GREAT FALLS INTL AP,United States,TRUE
GTR,Golden Triangle Regional Airport,Columbus-Starkville-West Point,MS,USA,33.45033,-88.59137,US1MSOK0021,16.305,344,344,1,130,819,33.4559,-88.7668,MS,STARKVILLE 3.2 E,United States,FALSE
GUC,Gunnison-Crested Butte Regional Airport,Gunnison,CO,USA,38.53396,-106.93318,US1COGN0041,1.072,364,364,0,148,876,38.5402,-106.9238,CO,GUNNISON 0.8 NNW,United States,FALSE
GUM,Guam International Airport,Agana,GU,USA,13.48345,-144.79598,GQW00041415,0.021,0,0,0,0,0,13.4836,144.7961,GU,GUAM INTL AP,Guam [United States],TRUE
HDN,Yampa Valley Airport-á(Yampa Valley Regional),Hayden,CO,USA,40.48118,-107.21766,USC00053867,3.38,0,0,0,2,2,40.4925,-107.2547,CO,HAYDEN,United States,FALSE
